date,return
1946-01-31,3.1515013
1946-02-28,2.942205
1946-03-31,3.0880639
1946-04-30,3.2138739
1946-05-31,3.2955468
1946-06-30,3.1764179
1946-07-31,3.1052666
1946-08-31,2.8887315
1946-09-30,2.6058909
1946-10-31,2.5964595
1946-11-30,2.5759624
1946-12-31,2.6969206000000003
1947-01-31,2.7696402
1947-02-28,2.7404749
1947-03-31,2.7060854
1947-04-30,2.6118344
1947-05-31,2.5991085
1947-06-30,2.7479487999999996
1947-07-31,2.8599382
1947-08-31,2.789648
1947-09-30,2.7626191
1947-10-31,2.8353295
1947-11-30,2.7671745999999997
1947-12-31,2.8382415
1948-01-31,2.7392548999999997
1948-02-29,2.6233572999999994
1948-03-31,2.8371699
1948-04-30,2.92634
1948-05-31,3.1683112
1948-06-30,3.1937164
1948-07-31,3.0346436000000003
1948-08-31,3.072669
1948-09-30,2.994543
1948-10-31,3.2115766
1948-11-30,2.8793101
1948-12-31,2.9829645
1949-01-31,3.0039446
1949-02-28,2.9007942000000004
1949-03-31,3.0044526
1949-04-30,2.9586064
1949-05-31,2.8644895
1949-06-30,2.8740224999999997
1949-07-31,3.0731599
1949-08-31,3.1268550999999998
1949-09-30,3.217072
1949-10-31,3.3318297999999995
1949-11-30,3.3552833
1949-12-31,3.5218309999999997
1950-01-31,3.6032511
1950-02-28,3.6597696
1950-03-31,3.6953779000000004
1950-04-30,3.8834568999999997
1950-05-31,4.0575362
1950-06-30,3.8436294
1950-07-31,3.9003181000000002
1950-08-31,4.051352
1950-09-30,4.3021705
1950-10-31,4.346972900000001
1950-11-30,4.3697707
1950-12-31,4.5987770999999995
1951-01-31,4.9089774
1951-02-28,4.9694039000000005
1951-03-31,4.9070849999999995
1951-04-30,5.1730553
1951-05-31,4.9931669
1951-06-30,4.8933852
1951-07-31,5.2591626
1951-08-30,5.4955155
1951-09-30,5.5206733
1951-10-31,5.4726267
1951-11-30,5.4863323
1951-12-31,5.7279092
1952-01-31,5.8472676
1952-02-29,5.662326599999999
1952-03-31,5.960815599999999
1952-04-30,5.734816
1952-05-31,5.8945775000000005
1952-06-30,6.1969653
1952-07-31,6.3377105
1952-08-31,6.2767987000000005
1952-09-30,6.184031299999999
1952-10-31,6.207082499999999
1952-11-30,6.527116400000001
1952-12-31,6.787633500000001
1953-01-31,6.7693558000000005
1953-02-28,6.676612599999999
1953-03-31,6.547928
1953-04-30,6.404346599999999
1953-05-31,6.4169508
1953-06-30,6.3425404
1953-07-31,6.5357176
1953-08-31,6.1879737
1953-09-30,6.2259912
1953-10-31,6.577350200000001
1953-11-30,6.6670837
1953-12-31,6.713057000000001
1954-01-31,7.0903463
1954-02-28,7.1443068
1954-03-31,7.391058900000001
1954-04-30,7.7871353
1954-05-31,8.0772115
1954-06-30,8.1175418
1954-07-31,8.6135206
1954-08-31,8.3559998
1954-09-30,9.0850637
1954-10-31,8.9443374
1954-11-30,9.7022393
1954-12-31,10.2309499
1955-01-31,10.4504356
1955-02-28,10.527158
1955-03-31,10.5139594
1955-04-30,10.9446553
1955-05-31,10.9679486
1955-06-30,11.908499800000001
1955-07-31,12.6738449
1955-08-31,12.614154199999998
1955-09-30,12.7969921
1955-10-31,12.445911099999998
1955-11-30,13.418873499999998
1955-12-31,13.4464101
1956-01-31,13.0012485
1956-02-29,13.492371599999998
1956-03-31,14.4722957
1956-04-30,14.486981
1956-05-31,13.577880800000003
1956-06-30,14.156344099999998
1956-07-31,14.9313228
1956-08-31,14.406565300000002
1956-09-30,13.7999755
1956-10-31,13.9166051
1956-11-30,13.807124700000001
1956-12-31,14.3375005
1957-01-31,13.7821348
1957-02-28,13.3757546
1957-03-31,13.683122599999999
1957-04-30,14.2334506
1957-05-31,14.804240599999998
1957-06-30,14.830485500000002
1957-07-31,15.0454211
1957-08-31,14.246700500000001
1957-09-30,13.410770900000001
1957-10-31,13.0279806
1957-11-30,13.2847165
1957-12-31,12.7813799
1958-01-31,13.3750125
1958-02-28,13.1464391
1958-03-31,13.5994665
1958-04-30,14.0788642
1958-05-31,14.3362077
1958-06-30,14.7569665
1958-07-31,15.440119699999999
1958-08-31,15.670476800000001
1958-09-30,16.4759359
1958-10-31,16.94193
1958-11-30,17.369564999999998
1958-12-31,18.321398100000003
1959-01-31,18.439976100000003
1959-02-28,18.4856596
1959-03-31,18.5448357
1959-04-30,19.3139426
1959-05-31,19.729514399999996
1959-06-30,19.7090379
1959-07-31,20.4475018
1959-08-31,20.1910165
1959-09-30,19.3206116
1959-10-31,19.5897782
1959-11-30,19.9005511
1959-12-31,20.5024572
1960-01-31,19.092629100000003
1960-02-29,19.3232831
1960-03-31,19.110448
1960-04-30,18.8316498
1960-05-31,19.3935764
1960-06-30,19.8287235
1960-07-31,19.3940964
1960-08-31,19.9574147
1960-09-30,18.809002800000002
1960-10-31,18.820231200000002
1960-11-30,19.635382500000002
1960-12-31,20.601492800000003
1961-01-31,21.9599142
1961-02-28,22.607469299999998
1961-03-31,23.2423478
1961-04-30,23.3894049
1961-05-31,23.894871
1961-06-30,23.267208800000002
1961-07-31,24.0854523
1961-08-31,24.617009200000002
1961-09-30,24.1915325
1961-10-31,24.9376595
1961-11-30,25.9800102
1961-12-31,26.125043100000003
1962-01-31,25.1975421
1962-02-28,25.6698079
1962-03-31,25.58168
1962-04-30,24.0595787
1962-05-31,22.053914199999998
1962-06-30,20.312513
1962-07-31,21.6678805
1962-08-31,22.0635877
1962-09-30,21.0647174
1962-10-31,21.224777399999997
1962-11-30,23.4469354
1962-12-31,23.8302102
1963-01-31,25.0686604
1963-02-28,24.413141600000003
1963-03-31,25.346979100000002
1963-04-30,26.646587699999998
1963-05-31,27.0983924
1963-06-30,26.621205199999995
1963-07-31,26.5998479
1963-08-31,27.967460499999998
1963-09-30,27.7298451
1963-10-31,28.6966998
1963-11-30,28.467850399999996
1963-12-31,29.237586600000004
1964-01-31,30.1004049
1964-02-29,30.473085600000005
1964-03-31,31.011322999999997
1964-04-30,31.2777934
1964-05-31,31.7140316
1964-06-30,32.3130738
1964-07-31,32.9827909
1964-08-31,32.5280627
1964-09-30,33.543073
1964-10-31,33.89715770000001
1964-11-30,33.80458
1964-12-31,34.020150799999996
1965-01-31,35.233368799999994
1965-02-28,35.2666652
1965-03-31,34.8401124
1965-04-30,36.1209705
1965-05-31,35.929387
1965-06-30,34.2703896
1965-07-31,34.8210502
1965-08-31,35.6957865
1965-09-30,36.9291487
1965-10-31,38.0319448
1965-11-30,37.7919241
1965-12-31,38.223618200000004
1966-01-31,38.505415899999996
1966-02-28,37.9133458
1966-03-31,37.182675599999996
1966-04-30,38.043588899999996
1966-05-31,36.0825601
1966-06-30,35.5990545
1966-07-31,35.2214065
1966-08-31,32.5844091
1966-09-30,32.4578438
1966-10-31,34.1024692
1966-11-30,34.310544799999995
1966-12-31,34.3612885
1967-01-31,37.1509932
1967-02-28,37.3275205
1967-03-31,38.90270770000001
1967-04-30,40.6500053
1967-05-31,38.622910299999994
1967-06-30,39.404086299999996
1967-07-31,41.296557
1967-08-30,40.9188794
1967-09-30,42.3667657
1967-10-31,41.242369700000005
1967-11-30,41.3932915
1967-12-31,42.5882308
1968-01-31,40.829418200000006
1968-02-29,39.663380700000005
1968-03-31,40.1453223
1968-04-30,43.4871413
1968-05-31,44.142691
1968-06-30,44.6566527
1968-07-31,43.9447361
1968-08-30,44.5616408
1968-09-30,46.3927866
1968-10-31,46.8428151
1968-11-30,49.2053729
1968-12-31,47.2739305
1969-01-31,47.0046446
1969-02-28,44.895759600000005
1969-03-31,46.5601943
1969-04-30,47.679800799999995
1969-05-31,47.6941643
1969-06-30,45.1635799
1969-07-31,42.567046500000004
1969-08-31,44.3946309
1969-09-30,43.405635100000005
1969-10-31,45.3927449
1969-11-30,43.9688232
1969-12-31,43.271929899999996
1970-01-31,40.0870625
1970-02-28,42.3238777
1970-03-31,42.5103905
1970-04-30,38.789576399999994
1970-05-31,36.550675299999995
1970-06-30,34.8483936
1970-07-31,37.530081200000005
1970-08-31,39.3263412
1970-09-30,40.7958919
1970-10-31,40.4143287
1970-11-30,42.4588811
1970-12-31,44.9966073
1971-01-31,46.9443652
1971-02-28,47.497046600000004
1971-03-31,49.3719571
1971-04-30,51.2905986
1971-05-31,49.2864451
1971-06-30,49.4488975
1971-07-31,47.5330724
1971-08-31,49.3768453
1971-09-30,49.1611105
1971-10-31,47.23445460000001
1971-11-30,47.2425364
1971-12-31,51.442581200000006
1972-01-31,52.503540599999994
1972-02-29,53.768826399999995
1972-03-31,54.40960329999999
1972-04-30,54.777942200000005
1972-05-31,55.7624647
1972-06-30,54.766156499999994
1972-07-31,55.0252356
1972-08-31,57.052460200000006
1972-09-30,56.90713470000001
1972-10-31,57.5723192
1972-11-30,60.4374979
1972-12-31,61.183547600000004
1973-01-31,60.273422700000005
1973-02-28,58.151052899999996
1973-03-31,58.205169
1973-04-30,55.97044770000001
1973-05-31,55.0540001
1973-06-30,54.832876299999995
1973-07-31,57.0587743
1973-08-31,55.1094265
1973-09-30,57.4633429
1973-10-31,57.538360600000004
1973-11-30,51.13655120000001
1973-12-31,52.1337402
1974-01-31,51.763107500000004
1974-02-28,51.7293687
1974-03-31,50.6792114
1974-04-30,48.857608299999995
1974-05-31,47.3761698
1974-06-30,46.8397049
1974-07-31,43.3590765
1974-08-31,39.6083729
1974-09-30,35.045953600000004
1974-10-31,40.9255057
1974-11-30,38.915386600000005
1974-12-31,38.298007299999995
1975-01-31,43.1723982
1975-02-28,45.929398600000006
1975-03-31,47.0978446
1975-04-30,49.498607299999996
1975-05-31,51.8568221
1975-06-30,54.331253000000004
1975-07-31,50.8319675
1975-08-31,49.937982399999996
1975-09-30,48.3854222
1975-10-31,51.5448374
1975-11-30,52.995788899999994
1975-12-31,52.56401949999999
1976-01-31,58.961934899999996
1976-02-29,58.4693807
1976-03-31,60.444036499999996
1976-04-30,59.96374839999999
1976-05-31,59.2870988
1976-06-30,61.8991571
1976-07-31,61.590886499999996
1976-08-30,61.4662853
1976-09-30,63.049668999999994
1976-10-31,61.850176600000005
1976-11-30,61.572350199999995
1976-12-31,65.0083427
1977-01-31,61.93484599999999
1977-02-28,60.805395499999996
1977-03-31,60.1654166
1977-04-30,60.399798700000005
1977-05-31,59.1994441
1977-06-30,62.108545299999996
1977-07-31,61.33268689999999
1977-08-31,60.27478879999999
1977-09-30,60.3587874
1977-10-31,57.9823076
1977-11-30,59.789970999999994
1977-12-31,60.205542200000004
1978-01-31,56.7553642
1978-02-28,55.604142
1978-03-31,57.24591949999999
1978-04-30,62.398185
1978-05-31,62.92609720000001
1978-06-30,62.084313
1978-07-31,65.7033488
1978-08-31,67.6796207
1978-09-30,67.4625434
1978-10-31,61.5625512
1978-11-30,62.8659749
1978-12-31,64.082723
1979-01-31,66.9184918
1979-02-28,64.76439
1979-03-31,68.6278204
1979-04-30,69.04341090000001
1979-05-31,67.5270032
1979-06-30,70.440646
1979-07-31,71.3711109
1979-08-31,75.4749972
1979-09-30,75.7919922
1979-10-31,70.9187012
1979-11-30,74.26936440000001
1979-12-31,75.84376759999999
1980-01-31,80.55380840000001
1980-02-29,80.5418517
1980-03-31,72.6855319
1980-04-30,76.0283503
1980-05-31,79.9231262
1980-06-30,82.4342241
1980-07-31,88.1607071
1980-08-31,89.0416891
1980-09-30,91.65082009999999
1980-10-31,93.4939664
1980-11-30,103.4417905
1980-12-31,100.3158824
1981-01-31,96.1140819
1981-02-28,97.7780998
1981-03-31,101.69130940000001
1981-04-30,99.7041017
1981-05-31,99.9387565
1981-06-30,99.29995490000002
1981-07-31,99.49166640000001
1981-08-31,93.7262457
1981-09-30,89.0953811
1981-10-31,93.8979795
1981-11-30,97.7595762
1981-12-31,95.2469162
1982-01-31,94.01104570000001
1982-02-28,88.756027
1982-03-31,88.29290429999999
1982-04-30,92.2735334
1982-05-31,89.10988490000001
1982-06-30,87.7536686
1982-07-31,86.1934184
1982-08-31,96.6491977
1982-09-30,97.84689370000001
1982-10-31,109.111007
1982-11-30,113.51970209999999
1982-12-31,115.70908700000001
1983-01-31,120.01720729999998
1983-02-28,122.77085679999999
1983-03-31,127.3116615
1983-04-30,137.3313043
1983-05-31,136.11839019999996
1983-06-30,141.4144185
1983-07-31,137.2368942
1983-08-31,139.28297
1983-09-30,141.1996497
1983-10-31,139.55996340000002
1983-11-30,142.4959876
1983-12-31,141.74325869999998
1984-01-31,140.9507136
